track_album_id,album_name,artist,featured_artist_album,featured_artist_track_mean,duration_album,duration_track_mean,danceability_mean,energy_mean,key_mode,loudness_mean,mode_mean,speechiness_mean,acousticness_mean,instrumentalness_mean,liveness_mean,valence_mean,tempo_mean,time_signature_mean,avaliable_markets,explicit_tracks,track_popularity,release_date,release_date_precision
3qfa80DgDetuac3GtIPQZx,Funhouse,P!nk,0,0,927612,309204,0.756,0.8646666666666667,11,-3.8196666666666665,0,0.06293333333333333,0.015078900000000001,0.39133377,0.06296666666666667,0.3652666666666667,119.973,4,185,3,14.666666666666666,2009,day
3tFAP5BTa1lwUp7lLJ9FlG,Ceremonials,Florence + The Machine,0,0,4337287,271080.4375,0.4853125,0.7635625,0,-4.9705625,1,0.04264375,0.085948125,0.002968718125,0.1775875,0.2969375,118.9045625,4,2,0,31.375,2011,day
3tx8gQqWbGwqIGZHqDNrGe,Sweetener,Ariana Grande,3,0.2,2851861,190124.06666666668,0.6872,0.552,1,-6.3936,1,0.06553333333333333,0.22777333333333333,8.374e-6,0.14293999999999998,0.46046,116.11566666666667,4,179,14,62,2018,day
3ul9GmXlTkmRMh3OciXxFR,Come Away With Me (Remastered 2022),Norah Jones,0,0,2709470,193533.57142857142,0.5597857142857143,0.18998571428571429,0,-12.770357142857144,1,0.03459285714285714,0.8686428571428572,0.0012217714285714285,0.11202142857142858,0.36207142857142854,109.71128571428571,4,183,0,32.357142857142854,2002,day
3vLaOYCNCzngDf8QdBg2V1,Uptown Special,Mark Ronson,13,1.1818181818181819,2324634,211330.36363636365,0.7099090909090909,0.6244545454545455,11,-8.365181818181819,1,0.043763636363636366,0.1779610909090909,0.06054921818181818,0.11342727272727272,0.613,104.58781818181818,4,185,2,34.81818181818182,2015,day
3zXjR3y2dUWklKmmp6lEhy,Let Go,Avril Lavigne,0,0,2921155,224704.23076923078,0.5457692307692308,0.7745384615384615,9,-5.833230769230769,1,0.04466923076923077,0.015816838461538463,0.0021968592307692308,0.18473846153846155,0.5243076923076923,121.79361538461539,4,185,0,55.69230769230769,2002,day
4M1xaHN4ztbVWmyxPVNibu,"The Three Tenors in Concert, 1994 (Live)",Jules Massenet,89,3.2962962962962963,4415048,163520.2962962963,0.2643333333333333,0.3214074074074074,5,-17.902074074074076,1,0.10995925925925926,0.945037037037037,0.16314824074074075,0.8455925925925926,0.2925185185185185,94.22011111111111,4,185,0,24.666666666666668,NA,year
4Uc6YCjpfyjj02rZfg2EUv,Smile,Brian Wilson,0,0,3102753,172375.16666666666,0.43116666666666664,0.37466666666666665,0,-9.76211111111111,1,0.033411111111111114,0.5736138888888889,0.11638478611111111,0.24084444444444444,0.3081,127.18327777777777,4,184,0,19.666666666666668,2004,day
4XLPYMERZZaBzkJg0mkdvO,Planet Her (Deluxe),Doja Cat,8,0.42105263157894735,3568287,187804.57894736843,0.7582105263157894,0.6291578947368421,8,-5.736157894736842,1,0.12135263157894736,0.24048947368421053,0.0023191873684210527,0.14223684210526316,0.5802105263157895,125.40794736842105,4,185,19,48.36842105263158,2021,day
4h8seeFAi6iYhslcWIxTSG,All I Ever Wanted,Kelly Clarkson,0,0,3532447,220777.9375,0.5249375,0.8245,9,-4.0105625,1,0.0705875,0.0454741875,3.31875e-7,0.162675,0.450625,122.53075,4,179,0,31.375,2009,day
4st9EfeMOnXoxkIPS0fik4,The Dirty Boogie,The Brian Setzer Orchestra,0,0,2976647,228972.84615384616,0.4733076923076923,0.7898461538461539,0,-6.627307692307692,1,0.0827076923076923,0.0770123076923077,0.05839818153846153,0.24726923076923077,0.6343846153846154,125.29523076923077,4,85,0,25.615384615384617,1998,day
4yrrPNjd9RcqnuDnoEhlER,Travelling Without Moving (Remastered),Jamiroquai,5,0.21739130434782608,7176699,312030.39130434784,0.6412173913043479,0.7511739130434782,11,-8.660260869565217,1,0.06675652173913044,0.16153260869565217,0.35868293434782605,0.30950434782608693,0.6279565217391304,112.4035652173913,4,185,0,36.82608695652174,1996,day
4zWJPA1aq4IBdLk1QbWD63,Pilgrim,Eric Clapton,0,0,4537863,324133.0714285714,0.6517857142857143,0.6255714285714286,0,-8.22557142857143,1,0.05805,0.15682521428571428,0.10209871428571428,0.15319285714285716,0.5685714285714286,117.5815,4,185,0,27,1998,day
552zi1M53PQAX5OH4FIdTx,The Lion King: The Gift,James Earl Jones,31,1.1481481481481481,3259775,120732.4074074074,0.4726296296296296,0.4553759259259259,0,-11.80548148148148,1,0.16815185185185186,0.3802651851851852,0.08744972814814815,0.25547037037037035,0.36166296296296296,82.3667037037037,4,185,0,31.59259259259259,2019,day
56yYgfX6M5FlpETfyZSHkn,Confident,Demi Lovato,2,0.18181818181818182,2343947,213086.0909090909,0.5211818181818182,0.641,5,-6.0796363636363635,1,0.0903,0.27920272727272727,2.218181818181818e-5,0.13941818181818183,0.3654545454545455,143.70309090909092,4,172,4,43.90909090909091,2015,day
58WSd6SDPOcbnnJ2tq0Ph8,The Fame Monster,Lady Gaga,1,0.125,2054051,256756.375,0.629875,0.800625,0,-5.194875,1,0.0396375,0.0605045875,5.686500000000001e-4,0.22825,0.48062499999999997,115.0985,4,183,3,34,2009,day
58ufpQsJ1DS5kq4hhzQDiI,Unorthodox Jukebox,Bruno Mars,0,0,2096849,209684.9,0.6974,0.6276,5,-5.884,1,0.0433,0.31516,1.5758e-5,0.16117,0.6146,116.2689,4,168,2,68.8,2012,day
5DvJgsMLbaR1HmAI6VhfcQ,Endless Summer Vacation,Miley Cyrus,2,0.14285714285714285,2792180,199441.42857142858,0.5862142857142857,0.6235714285714286,9,-5.927142857142857,1,0.0635,0.2685410714285714,0.009770985714285715,0.1867714285714286,0.42428571428571427,126.40785714285714,4,185,3,57.5,2023,day
5EYKrEDnKhhcNxGedaRQeK,eternal sunshine,Ariana Grande,1,0.07692307692307693,2132329,164025.3076923077,0.6310769230769231,0.5454615384615384,9,-7.596846153846154,1,0.07727692307692308,0.44164615384615385,2.956923076923077e-5,0.17555384615384617,0.4540769230769231,114.24661538461538,4,183,5,72.46153846153847,2024,day
5PmgtkodFl2Om3hMXONDll,Oops!... I Did It Again,Britney Spears,0,0,2671289,222607.41666666666,0.733,0.7171666666666667,11,-5.999333333333333,1,0.044375,0.22031666666666666,7.814e-5,0.352075,0.7014166666666667,107.71383333333334,4,185,0,46.666666666666664,2000,day
5UwIyIyFzkM7wKeGtRJPgB,The Sign,Ace of Base,0,0,2944914,226531.84615384616,0.7151538461538461,0.8406923076923077,4,-7.5176923076923075,0,0.04849230769230769,0.010595461538461538,0.3259719076923077,0.08998461538461539,0.792923076923077,105.86561538461538,4,170.76923076923077,0,39.23076923076923,1993,day
5WgUhTGN9wJsZ6kJDcz9mM,Inside Job,Don Henley,0,0,4202695,323284.23076923075,0.5725384615384616,0.5653846153846154,4,-6.884769230769231,1,0.04133846153846154,0.35853846153846153,2.29e-5,0.1440076923076923,0.34136923076923076,109.67023076923077,4,184,1,19.923076923076923,2000,day
5X7x18kW3mVIvnuNeedM6b,Dangerous Woman,Ariana Grande,4,0.23529411764705882,3787702,222806,0.5941764705882353,0.6036470588235294,1,-6.04564705882353,0,0.0871,0.17701176470588234,5.2208823529411764e-5,0.1906,0.4500058823529412,111.51376470588235,4,184,6,55.8235294117647,2016,day
5ax3GTsfX5uCUaNgnJsSG5,Britney (Digital Deluxe Version),Britney Spears,0,0,3071622,204774.8,0.703,0.8102,0,-4.032066666666667,0,0.07872,0.1046194,0.008147066666666666,0.17523333333333332,0.7253333333333334,117.6634,4,185,0,44.06666666666667,2001,day
5c56JYNgc48iDnwHHlOcye,chemistry,Kelly Clarkson,2,0.14285714285714285,2685079,191791.35714285713,0.57,0.5962142857142857,11,-6.123642857142857,1,0.044528571428571424,0.1540892857142857,7.301e-4,0.1833357142857143,0.30342857142857144,115.94714285714286,4,184,0,38.714285714285715,2023,day
5cUiPJUUMfNQr0ELSDGscs,This Fire,Paula Cole,0,0,3055836,277803.2727272727,0.5508181818181818,0.465,11,-10.235727272727273,1,0.04078181818181818,0.38888181818181816,9.298581818181818e-4,0.22239090909090908,0.44,113.63127272727273,4,184,4,27.545454545454547,NA,year
5dGWwsZ9iB2Xc3UKR0gif2,Justice,Justin Bieber,9,0.5625,2731167,170697.9375,0.640375,0.5518125,1,-7.579875,1,0.09706875,0.29580275,8.334375e-6,0.17738125,0.39980625,106.6141875,4,184,2,64.4375,2021,day
5gDAEao3VxFdbm8vS0koQq,Breakaway,Kelly Clarkson,0,0,2687822,223985.16666666666,0.56375,0.7313333333333333,9,-5.113083333333334,0,0.037066666666666664,0.1152205,0.0026216941666666665,0.23158333333333334,0.42791666666666667,125.44083333333333,4,185,0,43.333333333333336,2004,day
5qC5YqtLMlsm5Pyl6GtfpP,Surfacing,Sarah McLachlan,0,0,2475783,247578.3,0.4749,0.30634,2,-13.4781,1,0.03073,0.578286,0.12424561,0.1112,0.28087,106.3599,4,182.1,0,40.3,1997,day
5r36AJ6VOJtp00oxSkBZ5h,Harry's House,Harry Styles,0,0,2519556,193812,0.6273846153846154,0.5613846153846154,0,-7.095076923076923,1,0.05425384615384615,0.46823076923076923,0.020792553846153847,0.13572307692307692,0.5952307692307692,133.8873846153846,4,185,0,70.92307692307692,2022,day
5ySxm9hxBNss01WCL7GLyQ,Millennium,Backstreet Boys,0,0,2762729,230227.41666666666,0.643,0.6184166666666666,6,-6.766333333333334,0,0.030091666666666666,0.21787499999999999,1.4499999999999999e-6,0.184825,0.5111666666666667,120.62941666666667,4,185,0,53.083333333333336,1999,day
60lFnvzz0AJeRAHXrvmWGH,Mirrorball,Sarah McLachlan,0,0,3952581,282327.21428571426,0.39814285714285713,0.5331428571428571,9,-10.152928571428571,1,0.03415,0.29945428571428573,7.106878571428571e-4,0.8014285714285714,0.2987142857142857,115.59385714285715,4,184,0,22.571428571428573,1999,day
63iWSELt9V1kV6RSMxN7Ii,Changes,Justin Bieber,7,0.4117647058823529,3095114,182065.5294117647,0.6665882352941177,0.5143529411764706,9,-7.033705882352941,1,0.06027647058823529,0.4056311764705882,4.5714352941176467e-4,0.1261235294117647,0.649235294117647,131.863,4,184,0,55.8235294117647,2020,day
6DEjYFkNZh67HP7R9PSZvv,reputation,Taylor Swift,2,0.13333333333333333,3345300,223020,0.6579333333333334,0.5828666666666666,0,-7.6724000000000006,1,0.09512,0.13851466666666667,4.3788e-5,0.15215333333333333,0.2934,127.54013333333333,4,184,0,73.66666666666667,2017,day
6EVYTRG1drKdO8OnIQBeEj,My Everything (Deluxe),Ariana Grande,9,0.6,3058409,203893.93333333332,0.5765333333333333,0.6,6,-6.020066666666667,1,0.10526666666666666,0.2927686666666667,6.719333333333334e-6,0.16222666666666666,0.35712666666666665,119.55153333333334,4,166,0,61.86666666666667,2014,day
6Fr2rQkZ383FcMqFyT7yPr,Purpose (Deluxe),Justin Bieber,6,0.3157894736842105,4179341,219965.31578947368,0.5876315789473684,0.594,0,-7.174736842105263,0,0.11621052631578947,0.33556315789473684,8.135947368421053e-5,0.1700421052631579,0.46832105263157897,113.29936842105263,4,157.26315789473685,0,57.36842105263158,2015,day
6GBu7GU6dztLYlZuUHiwA2,Meaning of Life,Kelly Clarkson,0,0,2653249,189517.7857142857,0.6206428571428572,0.6179285714285714,7,-6.216857142857143,1,0.06512142857142857,0.18945714285714285,6.045214285714285e-5,0.24115,0.553,126.84421428571429,4,184,0,35.357142857142854,2017,day
6GGLCPU6muUmk6kNU2MxG4,Motown,Michael McDonald,1,0.07142857142857142,3379967,241426.2142857143,0.6351428571428571,0.6095714285714285,8,-6.6385000000000005,1,0.03899285714285714,0.23280785714285715,5.330385714285715e-4,0.14425714285714286,0.4757857142857143,106.899,4,4,0,21.857142857142858,2003,day
6Lz05XTRg1D6cCViSANoY3,Joanne,Lady Gaga,1,0.09090909090909091,2346529,213320.81818181818,0.5853636363636364,0.6318181818181818,7,-7.176454545454545,1,0.06241818181818182,0.17653818181818182,8.239545454545455e-5,0.16864545454545454,0.5269636363636364,133.49409090909091,4,176,2,17.636363636363637,2016,day
6O0QKBENHPmifQwLZZGnqM,Mind Body & Soul,Joss Stone,0,0,4155929,296852.0714285714,0.625,0.6586428571428571,2,-6.1805,0,0.14081428571428573,0.28692142857142855,7.035714285714285e-6,0.22175714285714285,0.5458428571428572,116.31928571428571,4,184,0,33,2004,day
6QPkyl04rXwTGlGlcYaRoW,Justified,Justin Timberlake,0,0,3801128,292394.46153846156,0.7369230769230769,0.6352307692307693,1,-7.178538461538461,0,0.07638461538461538,0.2980923076923077,0.018755882307692307,0.0930076923076923,0.7179230769230769,99.31684615384616,4,185,0,47.53846153846154,2002,day
6QaVfG1pHYl1z15ZxkvVDW,Sgt. Pepper's Lonely Hearts Club Band (Remastered),The Beatles,0,0,2395234,184248.76923076922,0.5153846153846153,0.4825384615384615,0,-9.939692307692308,1,0.050223076923076926,0.29876153846153847,0.045518621538461534,0.3812692307692308,0.6283846153846154,115.7343076923077,4,184,0,53.61538461538461,1967,day
6cuNyrSmRjBeekioLdLkvI,Ray of Light,Madonna,0,0,4004662,308050.92307692306,0.5505384615384615,0.5908461538461538,1,-11.244153846153846,1,0.04126153846153846,0.3603315384615385,0.30231576923076925,0.1105923076923077,0.33615384615384614,117.591,4,184,0,45,1998,day
6freV6eqxuFjSr3E93Oqtz,Rockferry,Duffy,0,0,2265529,226552.9,0.5277000000000001,0.5988,2,-6.245,1,0.03848,0.382216,0.001800044,0.2376,0.47959999999999997,125.613,4,3,0,33.4,2008,day
6rxtWZH5ua9eANwWdwwf9o,Secrets,Toni Braxton,1,0.08333333333333333,3298891,274907.5833333333,0.7055,0.45366666666666666,1,-8.252916666666668,1,0.038575,0.3179666666666667,7.439e-5,0.16360833333333333,0.42983333333333335,111.53391666666667,4,185,0,44.333333333333336,1996,day
6s84u2TUpR3wdUv4NgKA2j,SOUR,Olivia Rodrigo,0,0,2086368,189669.81818181818,0.5119090909090909,0.4201818181818182,10,-8.861090909090908,1,0.0871909090909091,0.5745545454545454,3.721818181818182e-6,0.15465454545454546,0.3166272727272727,141.5209090909091,4,184,6,78.9090909090909,2021,day
6sswKRIxOkaOh5Vp63JBp7,The River In Reverse,Elvis Costello,14,1,3420262,244304.42857142858,0.5787142857142857,0.5027142857142857,0,-8.335428571428572,1,0.04977142857142857,0.6935,0.014149606428571429,0.16755714285714285,0.49357142857142855,137.54842857142856,4,183,0,6.071428571428571,2006,day
70MrKoi2AdCFBxKqeXDPHZ,The Dance,Fleetwood Mac,0,0,4752380,279551.76470588235,0.4791764705882353,0.7569411764705882,9,-7.692529411764706,1,0.06282352941176471,0.18025229411764707,0.12559765823529412,0.6715294117647058,0.619,116.4694705882353,4,184,0,38.1764705882353,1997,day
77ECOoesygcTfXRhn4rteH,It Must Be Him (Bonus Track Edition),Vikki Carr,0,0,2109397,162261.3076923077,0.4563846153846154,0.3486923076923077,7,-11.629692307692308,1,0.04313076923076923,0.7649230769230769,0.01684536846153846,0.27626923076923077,0.5011538461538462,124.96515384615384,4,183.23076923076923,0,12.461538461538462,1967,day
77VEDrJrgHdCr6Ju3N4AQp,"Up, Up And Away",The 5th Dimension,0,0,2399848,171417.7142857143,0.4677857142857143,0.4352142857142857,0,-12.841785714285715,1,0.03332857142857143,0.3951,0.002249869285714286,0.25315,0.5752142857142857,110.27121428571428,4,185,0,12.714285714285714,NA,year
7GaAXgbFSpcJOiLlFGYyOL,Feels Like Home,Norah Jones,1,0.07692307692307693,2784024,214155.6923076923,0.6104615384615385,0.24494615384615384,0,-12.776923076923078,1,0.03833846153846154,0.8802307692307693,0.02860593076923077,0.11569230769230769,0.4053076923076923,111.3166923076923,4,184,0,52.69230769230769,2004,day
7ItTgSAt7No6Yv0aDu2nqU,I Dreamed A Dream,Susan Boyle,0,0,2563023,213585.25,0.31566666666666665,0.22583333333333333,10,-12.23675,1,0.03820833333333333,0.8614166666666667,0.0034573333333333335,0.12244166666666667,0.130175,112.72291666666666,4,3,0,14.5,2009,day
7aJuG4TFXa2hmE4z1yxc3n,HIT ME HARD AND SOFT,Billie Eilish,0,0,2630330,263033,0.5659,0.3392,9,-11.2349,1,0.06098,0.38792,0.219593433,0.121,0.3392,122.3394,4,183,0,84.4,2024,day
7bTdGfczXffzzNE9ssJj4Z,The Reminder,Feist,0,0,3002622,230970.92307692306,0.6083076923076923,0.35665384615384615,2,-9.755,1,0.049023076923076926,0.5421538461538462,0.00493858923076923,0.17259230769230768,0.36453846153846153,118.01015384615384,4,2,0,28.615384615384617,2007,day
7fJJK56U9fHixgO0HQkhtI,Future Nostalgia,Dua Lipa,0,0,2243346,203940.54545454544,0.7135454545454546,0.7150909090909091,11,-4.513545454545454,0,0.08278181818181818,0.09091909090909091,8.054e-5,0.17267272727272728,0.6703636363636364,114.15872727272728,4,181,2,65,2020,day
7hwhuEQT4Fp5bzwLlYZtiz,Beautiful Trauma,P!nk,1,0.07692307692307693,3072450,236342.3076923077,0.5679230769230769,0.5411538461538461,0,-6.445692307692307,1,0.07936153846153846,0.27404384615384614,1.26e-6,0.16236153846153847,0.38246153846153846,121.4446923076923,4,173,6,48.30769230769231,2017,day
7i1Ej2Ix9aIiLKqhNwAB2l,Overexposed (Deluxe),Maroon 5,1,0.06666666666666667,3165222,211014.8,0.6856,0.7061999999999999,4,-5.3814,1,0.04946,0.14264973333333333,1.6535333333333334e-5,0.1309,0.5934,126.20653333333334,4,2,0,20.666666666666668,2012,day
7iycyHwOW2plljYIK6I1Zo,Some Nights,fun.,2,0.16666666666666666,3027141,252261.75,0.47758333333333336,0.6676666666666666,0,-6.164916666666667,1,0.06705833333333333,0.203343975,5.6903333333333335e-5,0.194975,0.46458333333333335,136.84091666666666,4,30,2,42.5,2012,day
7oKtXc3FkeOZTCB88YugON,Piece By Piece (Deluxe Version),Kelly Clarkson,1,0.0625,3713195,232074.6875,0.520125,0.7325,7,-5.646125,1,0.0664875,0.1648964375,6.75e-7,0.14179375,0.39823125,135.4625625,4,184,0,24.5625,2015,day
7xV2TzoaVc0ycW7fwBwAml,Fine Line,Harry Styles,0,0,2803222,233601.83333333334,0.56375,0.6220833333333333,0,-6.379083333333333,1,0.03671666666666667,0.2579996666666667,0.031763954999999996,0.148875,0.457525,115.35708333333334,4,185,0,70.16666666666667,2019,day
7xYiTrbTL57QO0bb4hXIKo,Lust For Life,Lana Del Rey,6,0.375,4323615,270225.9375,0.47350000000000003,0.51075,7,-8.6626875,1,0.05465625,0.4164875,0.02409372625,0.1497375,0.221025,122.2594375,4,176,6,61.9375,2017,day
7zBue2Vuzg4Z3ncRXaIkJg,Celebrity,*NSYNC,0,0,2986195,229707.3076923077,0.7105384615384616,0.7375384615384616,11,-6.004153846153846,0,0.06893076923076923,0.11891692307692307,3.9806923076923076e-5,0.13746153846153847,0.7405384615384616,108.50138461538461,4,58,0,37.07692307692308,2001,day
