danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_available_markets,track_explicit,artist_number_featured,track_popularity,track_album_release_date_precision,track_duration_ms,track_album_total_tracks,award_status
0.676,0.807,5,-5.131,1,0.029,0.0284,0.0,0.0701,0.443,95.956,4,2,0,0,43,0,232520,17,winner
0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,4,2,0,0,63,0,221946,17,winner
0.559,0.86,7,-4.04,1,0.05,0.0991,0.0,0.292,0.292,118.969,4,2,0,0,39,0,224506,17,winner
0.31,0.856,7,-4.592,0,0.122,0.124,0.0,0.174,0.2,169.76,4,2,0,0,22,0,216173,17,winner
0.74,0.864,9,-4.044,0,0.0385,0.0499,0.0,0.0611,0.832,119.955,4,2,0,0,23,0,244200,17,winner
0.64,0.796,3,-4.016,0,0.0302,0.0694,0.0,0.42,0.77,96.982,4,2,0,0,20,0,179000,17,winner
0.543,0.553,0,-6.641,1,0.0248,0.389,0.0,0.151,0.287,79.917,4,2,0,0,19,0,239240,17,winner
0.619,0.755,9,-4.449,1,0.0477,0.002,0.0,0.162,0.635,127.997,4,2,0,0,27,0,184386,17,winner
0.601,0.83,6,-3.041,1,0.0353,0.000311,0.0,0.272,0.753,117.999,4,2,0,0,20,0,179533,17,winner
0.512,0.76,6,-5.236,1,0.0583,0.0404,0.0,0.1,0.207,91.043,4,2,0,0,21,0,236960,17,winner
0.494,0.958,8,-4.646,1,0.106,0.000274,0.0,0.323,0.859,159.963,4,2,0,0,21,0,204346,17,winner
0.512,0.816,9,-2.655,1,0.113,0.000132,0.0,0.0631,0.644,147.978,4,2,0,0,19,0,259813,17,winner
0.46,0.575,4,-5.449,1,0.0287,0.00663,0.0,0.205,0.0781,108.867,4,2,0,0,21,0,228693,17,winner
0.444,0.657,11,-4.508,1,0.0307,0.0449,0.0,0.0838,0.147,143.801,4,0,0,1,0,0,259986,17,winner
0.659,0.926,10,-2.997,1,0.0619,0.00139,0.0,0.223,0.593,127.948,4,2,0,0,21,0,181040,17,winner
0.527,0.884,1,-4.72,1,0.0597,0.0018,0.0,0.528,0.779,140.074,4,2,0,0,19,0,207013,17,winner
0.398,0.633,8,-5.304,1,0.0322,0.00432,0.0,0.124,0.135,144.084,4,2,0,0,22,0,213440,17,winner
0.561,0.749,6,-4.951,0,0.032,0.461,1.82e-06,0.205,0.501,125.986,4,168,0,0,66,0,228720,10,winner
0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,4,168,0,0,89,0,233478,10,winner
0.717,0.544,7,-6.598,1,0.0371,0.445,5.16e-06,0.0973,0.641,139.959,4,168,1,0,64,0,244493,10,winner
0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,4,168,1,0,82,0,178560,10,winner
0.705,0.784,2,-4.351,1,0.0279,0.211,4.3e-06,0.0813,0.418,104.98,4,168,0,0,59,0,228573,10,winner
0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,4,168,0,0,87,0,213826,10,winner
0.76,0.733,7,-6.704,1,0.0504,0.15,0.0,0.0647,0.611,111.975,4,168,0,0,58,0,225026,10,winner
0.743,0.706,5,-5.728,1,0.0535,0.0461,0.0,0.204,0.514,77.989,4,168,0,0,62,0,207560,10,winner
0.754,0.677,0,-6.555,1,0.0709,0.0943,7.39e-05,0.153,0.78,93.022,4,168,0,0,54,0,203973,10,winner
0.522,0.413,3,-5.86,1,0.0316,0.722,0.0,0.0854,0.49,175.972,3,168,0,0,67,0,132640,10,winner
0.793,0.634,7,-4.807,1,0.0324,0.038,1.76e-06,0.304,0.615,117.024,4,2,0,0,52,0,212600,13,winner
0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-06,0.13,0.583,96.006,4,2,0,0,69,0,231826,13,winner
0.598,0.786,2,-5.572,1,0.0383,0.00253,0.0016,0.117,0.456,95.019,4,2,0,0,66,0,231000,13,winner
0.552,0.842,7,-6.938,1,0.0373,0.00103,1.17e-05,0.337,0.343,91.991,4,2,0,0,52,0,235800,13,winner
0.602,0.736,5,-5.778,1,0.0338,0.00196,4.57e-05,0.105,0.471,96.969,4,2,0,0,48,0,193293,13,winner
0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015,4,2,0,0,68,0,219200,13,winner
0.648,0.898,0,-5.963,1,0.0513,0.016,9.91e-05,0.109,0.502,118.02,4,2,0,0,40,0,207440,13,winner
0.65,0.802,7,-6.114,1,0.181,0.0871,6.54e-06,0.148,0.295,170.146,4,2,0,0,60,0,211933,13,winner
0.554,0.666,8,-7.414,1,0.0747,0.0702,0.00593,0.106,0.472,140.056,4,2,0,0,64,0,220440,13,winner
0.764,0.66,5,-6.136,1,0.0494,0.00461,0.00477,0.0915,0.524,119.988,4,2,0,0,41,0,247533,13,winner
0.475,0.459,4,-8.768,1,0.0333,0.635,0.0,0.101,0.0828,143.988,4,2,0,0,39,0,250093,13,winner
0.596,0.763,0,-4.99,1,0.0661,0.231,0.0,0.2,0.507,159.958,4,2,0,0,38,0,195706,13,winner
0.81,0.379,4,-7.771,1,0.0349,0.241,0.0,0.113,0.22,103.981,4,2,0,0,41,0,271000,13,winner
0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,4,23,0,0,70,0,295502,11,winner
0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,4,23,0,0,70,0,223078,11,winner
0.382,0.578,5,-4.246,1,0.047,0.00982,1.44e-05,0.433,0.156,113.072,4,23,0,0,56,0,348625,11,winner
0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,4,23,0,0,71,0,290900,11,winner
0.405,0.3,2,-6.475,1,0.0378,0.894,0.0,0.154,0.24,162.355,3,23,0,0,58,0,245426,11,winner
0.59,0.833,5,-6.503,0,0.0615,0.0142,5.4e-06,0.105,0.538,94.963,4,23,0,0,67,0,240439,11,winner
0.384,0.585,1,-5.588,1,0.0311,0.0591,1.77e-06,0.116,0.252,82.378,4,23,0,0,53,0,225426,11,winner
0.331,0.341,9,-6.057,0,0.0309,0.528,0.0,0.109,0.152,109.821,4,23,0,0,72,0,285935,11,winner
0.72,0.274,1,-7.623,0,0.0276,0.742,0.0,0.11,0.179,105.929,4,23,0,0,60,0,227065,11,winner
0.591,0.28,4,-5.494,1,0.0283,0.889,0.0,0.124,0.348,141.916,4,23,0,0,67,0,271800,11,winner
0.416,0.752,0,-5.471,1,0.0396,0.251,0.0,0.125,0.266,155.89,3,23,0,0,50,0,251701,11,winner
0.336,0.231,1,-6.217,1,0.0497,0.942,0.0,0.188,0.429,168.685,5,179,1,0,56,0,37640,15,winner
0.795,0.759,6,-6.348,1,0.0528,0.0793,0.0,0.0805,0.855,110.021,4,179,1,1,52,0,196360,15,winner
0.877,0.547,7,-5.705,1,0.18,0.0122,1.51e-05,0.028,0.687,99.034,4,179,1,1,57,0,228373,15,winner
0.831,0.485,10,-6.677,0,0.15,0.375,1.47e-05,0.118,0.622,80.022,4,179,1,0,62,0,245666,15,winner
0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,4,179,1,0,74,0,197546,15,winner
0.721,0.459,4,-6.408,1,0.032,0.248,0.0,0.212,0.46,119.914,4,179,1,0,64,0,208493,15,winner
0.847,0.603,0,-4.607,0,0.0397,0.107,7.4e-06,0.106,0.735,114.045,4,179,1,0,61,0,227386,15,winner
0.71,0.614,10,-6.757,0,0.0431,0.186,0.0,0.0974,0.658,148.152,4,179,1,0,70,0,172106,15,winner
0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,4,179,1,0,68,0,198160,15,winner
0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,4,179,0,0,74,0,205920,15,winner
0.761,0.818,6,-5.238,0,0.0978,0.058,0.0,0.11,0.348,110.99,4,179,1,1,55,0,177533,15,winner
0.597,0.524,11,-7.247,1,0.0537,0.216,0.0,0.112,0.0549,92.568,4,179,1,0,61,0,171333,15,winner
0.708,0.454,1,-7.07,1,0.0395,0.0217,0.0,0.073,0.24,110.963,4,179,1,0,65,0,189506,15,winner
0.652,0.31,4,-10.212,1,0.0509,0.43,1.16e-05,0.182,0.304,119.913,4,179,1,0,55,0,73813,15,winner
0.604,0.449,9,-6.564,0,0.0353,0.657,0.0,0.0932,0.528,100.355,4,179,1,0,56,0,322026,15,winner
0.0,0.278,1,-21.63,1,0.0,0.768,0.0,0.669,0.0,0.0,0,184,0,0,18,0,13578,14,winner
0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,184,0,0,81,0,194087,14,winner
0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554,4,184,0,0,69,0,243725,14,winner
0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,4,184,0,0,75,0,180952,14,winner
0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,4,184,0,0,73,0,168839,14,winner
0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,4,184,0,0,73,0,221543,14,winner
0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,4,184,0,0,84,0,196077,14,winner
0.735,0.235,3,-13.239,1,0.315,0.698,0.00604,0.107,0.462,62.446,4,184,0,0,65,0,173201,14,winner
0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,4,184,0,0,73,0,179889,14,winner
0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,4,184,0,0,74,0,193143,14,winner
0.855,0.423,5,-15.044,0,0.0585,0.724,0.469,0.0896,0.572,120.02,4,184,0,0,72,0,156370,14,winner
0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,3,184,0,0,74,0,242652,14,winner
0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,4,184,0,0,80,0,291796,14,winner
0.153,0.138,6,-21.877,0,0.0503,0.837,0.55,0.254,0.0503,74.318,3,184,0,0,66,0,119409,14,winner
0.875,0.813,7,-4.502,1,0.0579,0.00618,0.0,0.321,0.859,114.993,4,181,0,0,52,0,184881,11,winner
0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,4,181,0,0,80,0,183290,11,winner
0.469,0.785,5,-4.015,0,0.0664,0.133,1.55e-06,0.0931,0.79,89.719,4,181,0,0,57,0,209583,11,winner
0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,4,181,0,0,73,0,193829,11,winner
0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,4,181,0,0,74,0,203807,11,winner
0.906,0.474,1,-6.124,1,0.194,0.0311,5.5e-06,0.286,0.656,106.976,4,181,1,0,65,0,194607,11,winner
0.627,0.69,10,-5.396,0,0.139,0.033,0.0,0.0742,0.627,122.053,4,181,0,0,63,0,208505,11,winner
0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,4,181,0,0,71,0,258004,11,winner
0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,4,181,0,0,74,0,221820,11,winner
0.68,0.701,5,-5.001,1,0.0917,0.138,0.000191,0.168,0.649,94.06,4,181,1,0,52,0,218754,11,winner
0.768,0.486,3,-5.954,1,0.0353,0.408,0.0,0.098,0.519,125.021,4,181,0,0,54,0,166266,11,winner
0.672,0.526,4,-6.446,1,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,4,184,1,0,75,0,143746,11,winner
0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,4,184,0,0,83,0,229226,11,winner
0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,4,184,1,0,82,0,242013,11,winner
0.473,0.203,2,-12.627,1,0.102,0.941,0.0,0.126,0.419,168.884,4,184,1,0,76,0,163586,11,winner
0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,4,184,1,0,83,0,215506,11,winner
0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,4,184,1,0,82,0,178146,11,winner
0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,4,184,0,0,74,0,202826,11,winner
0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,3,184,1,0,81,0,175933,11,winner
0.695,0.575,10,-6.334,0,0.116,0.198,0.0,0.0614,0.699,163.929,4,184,0,0,80,0,173160,11,winner
0.369,0.272,9,-10.497,1,0.0364,0.866,0.0,0.147,0.218,172.929,4,184,0,0,82,0,152666,11,winner
0.443,0.298,0,-12.181,1,0.0644,0.388,1e-05,0.103,0.172,77.253,4,184,0,0,70,0,209560,11,winner
0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041,4,185,0,0,69,0,193813,13,winner
0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,4,185,0,0,76,0,177954,13,winner
0.645,0.721,5,-4.394,1,0.0336,0.357,0.143,0.204,0.88,182.928,4,185,0,0,65,0,191958,13,winner
0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4,185,0,0,87,0,167303,13,winner
0.686,0.445,0,-7.189,1,0.0398,0.484,0.00144,0.175,0.626,145.5,3,185,0,0,70,0,164533,13,winner
0.559,0.535,3,-7.723,1,0.039,0.719,0.000143,0.0954,0.402,141.96,4,185,0,0,71,0,202183,13,winner
0.507,0.294,2,-10.0,1,0.04,0.896,1.97e-05,0.0966,0.386,114.199,4,185,0,0,76,0,245964,13,winner
0.829,0.644,9,-7.696,0,0.0427,0.354,0.0511,0.0944,0.896,105.993,4,185,0,0,66,0,243507,13,winner
0.707,0.811,4,-5.298,0,0.0304,0.311,0.0152,0.131,0.899,113.971,4,185,0,0,66,0,187342,13,winner
0.721,0.479,9,-9.669,1,0.226,0.321,0.00156,0.182,0.902,164.948,3,185,0,0,72,0,140241,13,winner
0.576,0.457,0,-6.473,1,0.0304,0.143,3.05e-05,0.0917,0.301,138.984,4,185,0,0,72,0,218577,13,winner
0.417,0.202,0,-10.976,1,0.0357,0.935,0.0,0.108,0.323,118.029,4,185,0,0,63,0,194543,13,winner
0.555,0.536,7,-8.233,1,0.0452,0.669,0.0,0.0623,0.203,118.057,4,185,0,0,69,0,191638,13,winner
0.735,0.449,7,-10.56,0,0.0883,0.23,0.00126,0.132,0.0955,97.05,4,183,1,0,74,0,202395,13,winner
0.655,0.384,7,-8.29,1,0.0349,0.0634,1.45e-06,0.0973,0.0384,108.058,4,183,1,0,71,0,218270,13,winner
0.633,0.648,4,-6.645,1,0.062,0.121,2.62e-06,0.161,0.49,96.888,4,183,0,0,81,0,200690,13,winner
0.663,0.321,9,-13.527,1,0.0409,0.701,0.000598,0.107,0.153,110.021,4,183,1,1,67,0,256124,13,winner
0.696,0.39,2,-10.331,1,0.0616,0.447,1.55e-05,0.125,0.395,120.032,4,183,0,0,76,0,194206,13,winner
0.604,0.375,0,-11.637,1,0.0633,0.71,5.87e-05,0.116,0.203,137.651,4,183,0,0,75,0,174782,13,winner
0.654,0.51,7,-8.767,1,0.242,0.206,0.0,0.249,0.105,108.874,4,183,1,0,64,0,210556,13,winner
0.872,0.267,4,-10.764,0,0.387,0.166,2.18e-05,0.123,0.168,79.964,4,183,1,0,71,0,164801,13,winner
0.687,0.551,7,-9.202,1,0.0787,0.0593,0.000143,0.09,0.443,163.994,4,183,0,0,74,0,194165,13,winner
0.48,0.295,0,-15.512,1,0.0384,0.797,0.333,0.12,0.132,110.018,4,183,0,0,69,0,247962,13,winner
0.64,0.619,8,-7.108,1,0.065,0.062,0.0,0.475,0.121,90.008,4,183,1,0,76,0,204852,13,winner
0.336,0.161,0,-14.973,1,0.0456,0.968,0.00011,0.115,0.407,176.48,4,183,0,0,67,0,188496,13,winner
0.66,0.343,4,-14.132,1,0.14,0.565,0.00134,0.0922,0.137,125.96,4,183,0,0,70,0,191039,13,winner
0.617,0.597,0,-7.543,1,0.0239,0.439,0.000505,0.0967,0.561,104.055,4,185,0,0,22,0,245866,12,nominee
0.777,0.526,2,-6.221,1,0.0645,0.302,0.0,0.105,0.389,107.071,4,184,0,0,73,0,194848,18,nominee
0.529,0.678,2,-7.435,1,0.0268,0.0096,0.00327,0.253,0.675,99.984,4,185,0,0,27,0,321066,12,nominee
0.408,0.231,2,-11.641,0,0.0405,0.927,6.4e-05,0.105,0.543,185.299,3,183,0,1,6,0,177586,14,nominee
0.684,0.913,11,-4.203,0,0.0673,0.0395,0.39,0.0911,0.249,127.992,4,185,1,0,18,0,355093,3,nominee
0.697,0.383,1,-9.031,1,0.0451,0.408,0.000183,0.0699,0.77,119.597,4,184,0,0,18,0,58400,18,nominee
0.714,0.821,5,-3.426,0,0.0315,0.0594,0.0,0.0799,0.636,93.0,4,2,0,0,27,0,219493,15,nominee
0.372,0.21,0,-12.59,1,0.04,0.956,0.0122,0.67,0.214,115.556,4,184,0,0,17,1,219666,14,nominee
0.502,0.408,7,-8.443,1,0.0305,0.685,0.00263,0.12,0.346,161.06,4,184,0,0,43,0,204240,14,nominee
0.535,0.587,2,-11.042,1,0.0398,0.00818,0.00173,0.0818,0.561,188.038,4,184,0,0,27,1,276066,14,nominee
0.612,0.17,0,-11.281,0,0.0301,0.894,0.000368,0.157,0.301,108.529,4,2,0,0,24,0,206160,13,nominee
0.661,0.937,10,-3.83,0,0.0744,0.000967,1.58e-05,0.355,0.535,130.999,4,3,0,0,72,0,249066,14,nominee
0.606,0.449,0,-10.686,1,0.0291,0.0201,4.96e-06,0.141,0.0699,113.974,4,185,0,0,23,0,309533,11,nominee
0.588,0.358,10,-11.302,1,0.0337,0.837,0.0,0.106,0.366,133.932,4,184,0,0,42,0,241893,10,nominee
0.376,0.308,7,-12.143,1,0.0294,0.626,0.604,0.0996,0.0619,123.621,4,185,0,0,35,0,254066,23,nominee
0.634,0.341,5,-5.614,1,0.0257,0.66,0.0,0.18,0.204,77.976,4,184,0,0,44,0,201053,14,nominee
0.728,0.354,1,-9.626,1,0.221,0.76,0.0,0.132,0.636,132.762,4,185,0,0,46,0,287946,12,nominee
0.484,0.457,8,-9.458,0,0.204,0.738,0.0,0.536,0.342,83.493,4,185,0,1,44,0,107204,27,nominee
0.523,0.782,1,-6.01,0,0.054,0.000425,0.106,0.135,0.247,179.967,4,172,0,0,46,0,241120,19,nominee
0.593,0.749,0,-7.828,1,0.0551,0.249,0.000477,0.431,0.646,120.987,4,184,0,0,38,0,279066,17,nominee
0.55,0.624,2,-5.372,1,0.0406,0.0372,0.0,0.123,0.34,125.008,4,184,0,0,38,0,203362,13,nominee
0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,4,185,0,0,72,0,225148,12,nominee
0.719,0.674,11,-5.122,1,0.0681,0.0879,3.75e-06,0.112,0.843,125.992,4,184,0,0,57,0,215042,13,nominee
0.555,0.868,1,-2.877,1,0.183,0.00333,1.06e-05,0.13,0.463,182.951,4,185,0,0,29,0,198893,22,nominee
0.517,0.876,1,-5.36,1,0.0509,0.00121,0.141,0.187,0.21,100.507,4,185,0,1,23,0,235306,12,nominee
0.466,0.601,4,-10.365,0,0.0369,0.436,0.139,0.0858,0.736,179.083,4,184,0,0,31,0,364893,11,nominee
0.473,0.471,1,-10.004,0,0.0358,0.891,0.955,0.344,0.404,90.011,4,185,0,0,30,0,222266,22,nominee
0.649,0.429,2,-7.43,1,0.0239,0.231,0.0,0.164,0.243,92.011,4,185,0,0,43,0,261533,12,nominee
0.698,0.878,7,-3.686,1,0.0378,0.17,8.07e-05,0.143,0.462,88.453,4,3,0,0,17,0,250226,12,nominee
0.491,0.907,9,-5.035,0,0.0783,4.77e-05,0.0,0.0731,0.572,170.03,4,30,0,0,31,0,216146,12,nominee
0.668,0.826,9,-4.466,1,0.0383,0.0236,1.07e-05,0.474,0.388,122.973,4,184,0,0,47,0,215480,16,nominee
0.638,0.71,0,-8.716,1,0.0296,0.00403,1.14e-06,0.113,0.39,134.008,4,174,0,0,50,1,238160,10,nominee
0.529,0.513,7,-10.249,1,0.0379,0.667,0.0,0.371,0.669,115.183,4,185,0,0,26,1,142653,14,nominee
0.758,0.436,0,-7.269,1,0.0418,0.618,1.61e-05,0.335,0.605,104.959,4,185,0,0,63,0,192080,12,nominee
0.738,0.677,7,-5.121,1,0.0824,0.52,0.0,0.133,0.882,127.067,4,184,0,0,56,0,176746,16,nominee
0.555,0.599,2,-5.695,1,0.052,0.00925,0.0,0.102,0.415,86.727,4,183,0,0,80,0,222578,14,nominee
0.63,0.548,3,-6.996,1,0.0339,0.53,0.0,0.111,0.443,133.309,4,184,0,0,46,0,213768,18,nominee
0.575,0.251,7,-16.537,1,0.45,0.675,0.0,0.1,0.486,130.071,5,183,0,0,1,0,26333,20,nominee
0.661,0.548,6,-8.433,1,0.0234,0.365,0.0,0.111,0.537,93.0,4,185,0,0,52,0,235200,12,nominee
0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.021,4,166,0,1,75,0,193920,15,nominee
0.491,0.588,1,-6.177,1,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,4,173,0,0,72,0,269600,13,nominee
0.57,0.925,5,-3.452,1,0.062,0.000852,1.13e-05,0.145,0.363,135.0,4,3,0,0,32,0,307893,14,nominee
0.397,0.415,4,-7.929,1,0.029,0.524,0.0,0.412,0.544,162.497,4,184,0,0,22,0,139200,18,nominee
0.482,0.573,11,-7.966,1,0.028,0.00376,0.077,0.123,0.184,119.991,4,185,0,0,54,0,246000,9,nominee
0.666,0.902,7,-4.588,1,0.0988,0.00112,0.0,0.0624,0.719,135.931,4,185,1,0,44,0,161973,17,nominee
0.522,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.236,89.792,4,184,0,0,73,0,207520,16,nominee
0.505,0.518,2,-8.601,1,0.023,0.403,0.0,0.129,0.472,81.019,4,165,0,0,51,0,247306,10,nominee
0.67,0.591,2,-8.385,0,0.0266,0.728,0.000484,0.134,0.407,115.977,4,184,0,0,45,0,245053,10,nominee
0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,4,2,1,2,26,0,263826,16,nominee
0.779,0.794,9,-4.739,0,0.0822,0.049,0.0,0.0637,0.722,109.149,4,184,0,0,15,0,290800,13,nominee
0.69,0.633,11,-4.65,0,0.0307,0.213,0.0,0.145,0.377,125.196,4,184,0,0,23,0,189506,14,nominee
0.66,0.82,5,-5.052,0,0.0454,0.0839,0.00727,0.059,0.676,126.681,4,184,0,0,31,0,207400,15,nominee
0.699,0.72,0,-6.394,1,0.0565,0.00705,1.15e-05,0.147,0.848,123.999,4,184,0,0,38,0,215799,12,nominee
0.333,0.389,7,-9.132,1,0.0364,0.539,0.0772,0.163,0.25,144.204,4,176,0,0,59,0,295569,16,nominee
0.573,0.711,1,-6.268,0,0.0406,0.0114,0.0,0.328,0.47,105.006,4,185,0,1,75,0,226198,12,nominee
0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,4,172,0,0,77,0,217746,19,nominee
0.431,0.225,1,-19.81,0,0.0999,0.737,2.09e-06,0.142,0.827,89.5,4,185,0,0,35,0,53773,20,nominee
0.615,0.76,2,-5.651,1,0.0542,0.000349,0.0,0.182,0.52,139.92,4,179,0,0,28,0,219213,16,nominee
0.323,0.405,2,-17.006,1,0.115,0.919,0.0151,0.815,0.384,83.125,4,185,0,3,25,1,215599,27,nominee
0.833,0.507,6,-6.913,0,0.151,0.0499,5.33e-05,0.107,0.76,109.345,5,184,0,1,55,0,185426,17,nominee
0.413,0.42,0,-6.444,1,0.0416,0.588,6.39e-05,0.11,0.185,84.126,4,184,0,0,81,0,172723,10,nominee
0.631,0.796,1,-5.35,1,0.0401,0.000245,0.0108,0.38,0.596,92.47,4,185,0,2,54,0,209120,15,nominee
0.731,0.676,10,-6.027,1,0.0344,0.13,5.74e-05,0.078,0.727,121.996,4,185,0,0,39,0,331640,12,nominee
0.569,0.497,4,-6.632,0,0.0269,0.344,2.34e-05,0.134,0.0877,72.346,4,184,0,0,40,0,331666,13,nominee
0.349,0.269,0,-15.517,1,0.0364,0.66,7.1e-05,0.0835,0.0798,123.975,4,185,0,0,23,0,247333,11,nominee
0.691,0.764,9,-8.109,0,0.0267,0.0237,0.0507,0.169,0.944,114.077,4,185,0,1,31,0,187293,11,nominee
0.662,0.762,9,-6.766,1,0.0373,0.19,0.0,0.281,0.719,121.956,4,2,0,0,4,0,227053,12,nominee
0.636,0.74,3,-4.366,1,0.0453,0.00844,0.0,0.163,0.472,115.028,4,173,0,0,47,0,267493,13,nominee
0.584,0.854,9,-5.641,1,0.0383,0.00185,0.00161,0.225,0.782,139.073,3,185,0,0,19,0,343546,14,nominee
0.503,0.701,5,-6.086,1,0.0388,0.0431,0.0,0.0857,0.315,126.019,4,172,0,0,33,0,221049,11,nominee
0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4,183,0,0,93,0,157279,12,nominee
0.626,0.714,7,-7.001,0,0.0285,0.00172,0.00878,0.202,0.719,135.275,4,184,0,0,29,0,249480,20,nominee
0.66,0.445,0,-7.712,0,0.0372,0.499,0.0,0.115,0.338,143.189,4,184,0,0,55,0,231040,18,nominee
0.55,0.587,2,-6.279,1,0.0329,0.354,0.0,0.128,0.466,165.975,4,185,0,0,65,0,284760,12,nominee
0.661,0.946,10,-3.283,0,0.0713,0.0173,0.000304,0.101,0.945,98.031,4,58,0,0,33,0,216640,13,nominee
0.657,0.628,7,-6.627,0,0.0379,0.348,2.01e-05,0.124,0.483,99.924,4,184,0,0,72,0,167065,10,nominee
0.675,0.793,1,-6.071,1,0.0412,0.453,0.0631,0.257,0.625,125.811,4,183,0,1,4,0,188266,14,nominee
0.531,0.891,5,-2.539,1,0.0431,0.0823,0.00551,0.161,0.926,170.973,4,184,0,0,41,0,174933,13,nominee
0.672,0.655,10,-5.021,0,0.031,0.0362,0.0,0.117,0.555,134.948,4,184,0,0,81,0,201240,12,nominee
0.298,0.668,1,-5.536,0,0.0478,0.0699,2.44e-05,0.59,0.121,110.063,4,25,1,0,44,0,260893,8,nominee
0.599,0.398,7,-8.747,1,0.0246,0.705,0.000101,0.134,0.128,129.282,4,184,0,0,13,0,433493,13,nominee
0.205,0.472,10,-10.45,1,0.0718,0.498,0.000792,0.0953,0.0392,203.944,4,176,0,0,64,0,334294,16,nominee
0.64,0.812,8,-5.647,0,0.0834,0.086,0.0,0.0509,0.914,86.013,4,184,0,0,54,0,227426,16,nominee
0.343,0.404,2,-8.748,1,0.0402,0.426,0.0,0.0991,0.123,139.579,4,185,0,1,43,0,282800,16,nominee
0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,4,185,0,1,78,0,219946,15,nominee
0.666,0.889,7,-5.699,1,0.144,0.1,0.0,0.0965,0.916,149.96,4,176,0,0,17,0,207720,11,nominee
0.3,0.327,8,-11.533,1,0.0345,0.689,0.0,0.0962,0.0939,104.189,3,185,0,0,52,0,209266,12,nominee
0.486,0.926,4,-4.199,0,0.0606,0.0224,6.86e-06,0.319,0.543,111.996,4,185,0,0,30,1,245266,14,nominee
0.628,0.496,8,-6.003,1,0.0492,0.174,0.0,0.106,0.203,76.655,4,185,0,0,40,0,276666,20,nominee
